CORN,2023-12-01,207.397968890977
CORN,2023-11-01,209.040296830357
CORN,2023-10-01,221.90251875
CORN,2023-09-01,223.847666428571
CORN,2023-08-01,207.675888664596
CORN,2023-07-01,235.271947278912
CORN,2023-06-01,266.93523962585
CORN,2023-05-01,268.172526360544
CORN,2023-04-01,291.179744924812
CORN,2023-03-01,284.957404968944
CORN,2023-02-01,298.245303383459
CORN,2023-01-01,302.839988392857
CORN,2022-12-01,302.235405102041
CORN,2022-11-01,320.929682857143
CORN,2022-10-01,343.553283333333
CORN,2022-09-01,312.546127891156
CORN,2022-08-01,293.930790333851
CORN,2022-07-01,312.682041964286
CORN,2022-06-01,335.717134013605
CORN,2022-05-01,344.909299603175
CORN,2022-04-01,348.507116964286
CORN,2022-03-01,335.930684161491
CORN,2022-02-01,292.671593045113
CORN,2022-01-01,276.719178214286
CORN,2021-12-01,264.573146768707
CORN,2021-11-01,248.767746071429
CORN,2021-10-01,239.60245085034
CORN,2021-09-01,235.815603571429
CORN,2021-08-01,257.020755357143
CORN,2021-07-01,278.445755612245
CORN,2021-06-01,292.523726785714
CORN,2021-05-01,304.297549659864
CORN,2021-04-01,268.622448809524
CORN,2021-03-01,245.760356832298
CORN,2021-02-01,245.554056578947
CORN,2021-01-01,231.754461466165
CORN,2020-12-01,199.184417517007
CORN,2020-11-01,190.625037593985
CORN,2020-10-01,186.7663875
CORN,2020-09-01,166.602533503401
CORN,2020-08-01,149.392999829932
CORN,2020-07-01,152.587619642857
CORN,2020-06-01,148.042380357143
CORN,2020-05-01,143.98924375
CORN,2020-04-01,147.012160204082
CORN,2020-03-01,162.179148214286
CORN,2020-02-01,168.744598496241
CORN,2020-01-01,171.814135204082
CORN,2019-12-01,167.059017321429
CORN,2019-11-01,166.361785526316
CORN,2019-10-01,167.297794099379
CORN,2019-09-01,157.374436607143
CORN,2019-08-01,163.628614285714
CORN,2019-07-01,189.486373214286
CORN,2019-06-01,195.167922321429
CORN,2019-05-01,171.180153571429
CORN,2019-04-01,161.653386564626
CORN,2019-03-01,166.321331972789
CORN,2019-02-01,169.656283458647
CORN,2019-01-01,166.846241496599
CORN,2018-12-01,167.489880555556
CORN,2018-11-01,160.878207678571
CORN,2018-10-01,160.365565062112
CORN,2018-09-01,154.945003383459
CORN,2018-08-01,162.522258540373
CORN,2018-07-01,156.55426547619
CORN,2018-06-01,165.140285544218
CORN,2018-05-01,179.179058928571
CORN,2018-04-01,175.600982482993
CORN,2018-03-01,172.076589965986
CORN,2018-02-01,163.460969736842
CORN,2018-01-01,155.916875340136
CORN,2017-12-01,149.0874275
CORN,2017-11-01,148.792165892857
CORN,2017-10-01,148.722376785714
CORN,2017-09-01,147.315857857143
CORN,2017-08-01,148.543430357143
CORN,2017-07-01,157.610645892857
CORN,2017-06-01,157.973907142857
CORN,2017-05-01,158.600219642857
CORN,2017-04-01,156.540452067669
CORN,2017-03-01,158.979119254658
CORN,2017-02-01,162.962535912698
CORN,2017-01-01,160.012106964286
CORN,2016-12-01,152.729924659864
CORN,2016-11-01,151.331415714286
CORN,2016-10-01,152.617444047619
CORN,2016-09-01,148.51190170068
CORN,2016-08-01,150.21541242236
CORN,2016-07-01,161.823044821429
CORN,2016-06-01,179.912739285714
CORN,2016-05-01,169.002119897959
CORN,2016-04-01,164.465401870748
CORN,2016-03-01,159.226532142857
CORN,2016-02-01,159.716845357143
CORN,2016-01-01,161.098876879699
CORN,2015-12-01,164.004401785714
CORN,2015-11-01,166.09242406015
CORN,2015-10-01,171.448573214286
CORN,2015-09-01,166.077623979592
CORN,2015-08-01,162.74069914966
CORN,2015-07-01,179.608530357143
CORN,2015-06-01,166.813860714286
CORN,2015-05-01,166.350389464286
CORN,2015-04-01,172.151577040816
CORN,2015-03-01,174.293821428571
CORN,2015-02-01,173.758865789474
CORN,2015-01-01,174.794871428571
CORN,2014-12-01,178.712946088435
CORN,2014-11-01,178.708535084034
CORN,2014-10-01,163.378089285714
CORN,2014-09-01,163.134381292517
CORN,2014-08-01,176.482080612245
CORN,2014-07-01,182.29451625
CORN,2014-06-01,202.633822959184
CORN,2014-05-01,216.975101020408
CORN,2014-04-01,222.430410714286
CORN,2014-03-01,222.392917176871
CORN,2014-02-01,209.356019548872
CORN,2014-01-01,198.771988605442
CORN,2013-12-01,197.553448639456
CORN,2013-11-01,199.182444172932
CORN,2013-10-01,201.779992857143
CORN,2013-09-01,207.490173392857
CORN,2013-08-01,234.938766071429
CORN,2013-07-01,279.013271428571
CORN,2013-06-01,297.111913214286
CORN,2013-05-01,295.368975
CORN,2013-04-01,279.764846428571
CORN,2013-03-01,309.579205075188
CORN,2013-02-01,302.61034047619
CORN,2013-01-01,303.36021122449
CORN,2012-12-01,308.75040056391
CORN,2012-11-01,321.596870488722
CORN,2012-10-01,321.382417321428
CORN,2012-09-01,320.705905639098
CORN,2012-08-01,332.233495341615
CORN,2012-07-01,332.99885255102
CORN,2012-06-01,267.328921768707
CORN,2012-05-01,268.884903571429
CORN,2012-04-01,274.219296607143
CORN,2012-03-01,280.715051964286
CORN,2012-02-01,279.514321428571
CORN,2012-01-01,272.920145535714
CORN,2011-12-01,258.51794047619
CORN,2011-11-01,274.278348928571
CORN,2011-10-01,274.846376020408
CORN,2011-09-01,296.299496428571
CORN,2011-08-01,310.307111645963
CORN,2011-07-01,300.832209464286
CORN,2011-06-01,310.536474285714
CORN,2011-05-01,308.575221428571
CORN,2011-04-01,318.938776020408
CORN,2011-03-01,290.43472173913
CORN,2011-02-01,293.396796992481
CORN,2011-01-01,265.285523979592
CORN,2010-12-01,250.62555085034
CORN,2010-11-01,238.23674875
CORN,2010-10-01,235.703122959184
CORN,2010-09-01,205.839520408163
CORN,2010-08-01,175.600130357143
CORN,2010-07-01,163.921745578231
CORN,2010-06-01,152.873933928571
CORN,2010-05-01,163.240300535714
CORN,2010-04-01,157.266642687075
CORN,2010-03-01,158.927769409938
CORN,2010-02-01,161.906961278195
CORN,2010-01-01,167.335630827068
CORN,2009-12-01,164.612819642857
CORN,2009-11-01,171.686854511278
CORN,2009-10-01,167.279121428571
CORN,2009-09-01,150.592793027211
CORN,2009-08-01,152.036294217687
CORN,2009-07-01,151.800255357143
CORN,2009-06-01,179.393794642857
CORN,2009-05-01,180.070212142857
CORN,2009-04-01,168.795905442177
CORN,2009-03-01,164.577030357143
CORN,2009-02-01,163.399960515873
CORN,2009-01-01,173.295129931973
CORN,2008-12-01,158.909796964286
CORN,2008-11-01,164.304400210084
CORN,2008-10-01,183.024702891156
CORN,2008-09-01,233.945613392857
CORN,2008-08-01,235.159466666667
CORN,2008-07-01,267.141454081633
CORN,2008-06-01,287.132070892857
CORN,2008-05-01,243.531773571429
CORN,2008-04-01,246.6418625
CORN,2008-03-01,233.925929285714
CORN,2008-02-01,220.047597744361
CORN,2008-01-01,206.558804323308
